0;egg;;Oeuf;;;;
1;Bulbasaur;フシギダネ;Bulbizarre;Bisasam;이상해씨;妙蛙種子;妙蛙种子
2;Ivysaur;フシギソウ;Herbizarre;Bisaknosp;이상해풀;妙蛙草;妙蛙草
3;Venusaur;フシギバナ;Florizarre;Bisaflor;이상해꽃;妙蛙花;妙蛙花
4;Charmander;ヒトカゲ;Salamèche;Glumanda;파이리;小火龍;小火龙
5;Charmeleon;リザード;Reptincel;Glutexo;리자드;火恐龍;火恐龙
6;Charizard;リザードン;Dracaufeu;Glurak;리자몽;噴火龍;喷火龙
7;Squirtle;ゼニガメ;Carapuce;Schiggy;꼬부기;傑尼龜;杰尼龟
8;Wartortle;カメール;Carabaffe;Schillok;어니부기;卡咪龜;卡咪龟
9;Blastoise;カメックス;Tortank;Turtok;거북왕;水箭龜;水箭龟
10;Caterpie;キャタピー;Chenipan;Raupy;캐터피;綠毛蟲;绿毛虫
11;Metapod;トランセル;Chrysacier;Safcon;단데기;鐵甲蛹;铁甲蛹
12;Butterfree;バタフリー;Papilusion;Smettbo;버터플;巴大蝶;巴大蝶
13;Weedle;ビードル;Aspicot;Hornliu;뿔충이;獨角蟲;独角虫
14;Kakuna;コクーン;Coconfort;Kokuna;딱충이;鐵殼蛹;铁壳蛹
15;Beedrill;スピアー;Dardargnan;Bibor;독침붕;大針蜂;大针蜂
16;Pidgey;ポッポ;Roucool;Taubsi;구구;波波;波波
17;Pidgeotto;ピジョン;Roucoups;Tauboga;피죤;比比鳥;比比鸟
18;Pidgeot;ピジョット;Roucarnage;Tauboss;피죤투;大比鳥;大比鸟
19;Rattata;コラッタ;Rattata;Rattfratz;꼬렛;小拉達;小拉达
20;Raticate;ラッタ;Rattatac;Rattikarl;레트라;拉達;拉达
21;Spearow;オニスズメ;Piafabec;Habitak;깨비참;烈雀;烈雀
22;Fearow;オニドリル;Rapasdepic;Ibitak;깨비드릴조;大嘴雀;大嘴雀
23;Ekans;アーボ;Abo;Rettan;아보;阿柏蛇;阿柏蛇
24;Arbok;アーボック;Arbok;Arbok;아보크;阿柏怪;阿柏怪
25;Pikachu;ピカチュウ;Pikachu;Pikachu;피카츄;皮卡丘;皮卡丘
26;Raichu;ライチュウ;Raichu;Raichu;라이츄;雷丘;雷丘
27;Sandshrew;サンド;Sabelette;Sandan;모래두지;穿山鼠;穿山鼠
28;Sandslash;サンドパン;Sablaireau;Sandamer;고지;穿山王;穿山王
29;Nidoran♀;ニドラン♀;Nidoran♀;Nidoran♀;니드런♀;尼多蘭;尼多兰
30;Nidorina;ニドリーナ;Nidorina;Nidorina;니드리나;尼多娜;尼多娜
31;Nidoqueen;ニドクイン;Nidoqueen;Nidoqueen;니드퀸;尼多后;尼多后
32;Nidoran♂;ニドラン♂;Nidoran♂;Nidoran♂;니드런♂;尼多朗;尼多朗
33;Nidorino;ニドリーノ;Nidorino;Nidorino;니드리노;尼多力諾;尼多力诺
34;Nidoking;ニドキング;Nidoking;Nidoking;니드킹;尼多王;尼多王
35;Clefairy;ピッピ;Mélofée;Piepi;삐삐;皮皮;皮皮
36;Clefable;ピクシー;Mélodelfe;Pixi;픽시;皮可西;皮可西
37;Vulpix;ロコン;Goupix;Vulpix;식스테일;六尾;六尾
38;Ninetales;キュウコン;Feunard;Vulnona;나인테일;九尾;九尾
39;Jigglypuff;プリン;Rondoudou;Pummeluff;푸린;胖丁;胖丁
40;Wigglytuff;プクリン;Grodoudou;Knuddeluff;푸크린;胖可丁;胖可丁
41;Zubat;ズバット;Nosferapti;Zubat;주뱃;超音蝠;超音蝠
42;Golbat;ゴルバット;Nosferalto;Golbat;골뱃;大嘴蝠;大嘴蝠
43;Oddish;ナゾノクサ;Mystherbe;Myrapla;뚜벅쵸;走路草;走路草
44;Gloom;クサイハナ;Ortide;Duflor;냄새꼬;臭臭花;臭臭花
45;Vileplume;ラフレシア;Rafflesia;Giflor;라플레시아;霸王花;霸王花
46;Paras;パラス;Paras;Paras;파라스;派拉斯;派拉斯
47;Parasect;パラセクト;Parasect;Parasek;파라섹트;派拉斯特;派拉斯特
48;Venonat;コンパン;Mimitoss;Bluzuk;콘팡;毛球;毛球
49;Venomoth;モルフォン;Aéromite;Omot;도나리;摩魯蛾;摩鲁蛾
50;Diglett;ディグダ;Taupiqueur;Digda;디그다;地鼠;地鼠
51;Dugtrio;ダグトリオ;Triopikeur;Digdri;닥트리오;三地鼠;三地鼠
52;Meowth;ニャース;Miaouss;Mauzi;나옹;喵喵;喵喵
53;Persian;ペルシアン;Persian;Snobilikat;페르시온;貓老大;猫老大
54;Psyduck;コダック;Psykokwak;Enton;고라파덕;可達鴨;可达鸭
55;Golduck;ゴルダック;Akwakwak;Entoron;골덕;哥達鴨;哥达鸭
56;Mankey;マンキー;Férosinge;Menki;망키;猴怪;猴怪
57;Primeape;オコリザル;Colossinge;Rasaff;성원숭;火爆猴;火暴猴
58;Growlithe;ガーディ;Caninos;Fukano;가디;卡蒂狗;卡蒂狗
59;Arcanine;ウインディ;Arcanin;Arkani;윈디;風速狗;风速狗
60;Poliwag;ニョロモ;Ptitard;Quapsel;발챙이;蚊香蝌蚪;蚊香蝌蚪
61;Poliwhirl;ニョロゾ;Têtarte;Quaputzi;슈륙챙이;蚊香君;蚊香君
62;Poliwrath;ニョロボン;Tartard;Quappo;강챙이;蚊香泳士;蚊香泳士
63;Abra;ケーシィ;Abra;Abra;캐이시;凱西;凯西
64;Kadabra;ユンゲラー;Kadabra;Kadabra;윤겔라;勇基拉;勇基拉
65;Alakazam;フーディン;Alakazam;Simsala;후딘;胡地;胡地
66;Machop;ワンリキー;Machoc;Machollo;알통몬;腕力;腕力
67;Machoke;ゴーリキー;Machopeur;Maschock;근육몬;豪力;豪力
68;Machamp;カイリキー;Mackogneur;Machomei;괴력몬;怪力;怪力
69;Bellsprout;マダツボミ;Chétiflor;Knofensa;모다피;喇叭芽;喇叭芽
70;Weepinbell;ウツドン;Boustiflor;Ultrigaria;우츠동;口呆花;口呆花
71;Victreebel;ウツボット;Empiflor;Sarzenia;우츠보트;大食花;大食花
72;Tentacool;メノクラゲ;Tentacool;Tentacha;왕눈해;瑪瑙水母;玛瑙水母
73;Tentacruel;ドククラゲ;Tentacruel;Tentoxa;독파리;毒刺水母;毒刺水母
74;Geodude;イシツブテ;Racaillou;Kleinstein;꼬마돌;小拳石;小拳石
75;Graveler;ゴローン;Gravalanch;Georok;데구리;隆隆石;隆隆石
76;Golem;ゴローニャ;Grolem;Geowaz;딱구리;隆隆岩;隆隆岩
77;Ponyta;ポニータ;Ponyta;Ponita;포니타;小火馬;小火马
78;Rapidash;ギャロップ;Galopa;Gallopa;날쌩마;烈焰馬;烈焰马
79;Slowpoke;ヤドン;Ramoloss;Flegmon;야돈;呆呆獸;呆呆兽
80;Slowbro;ヤドラン;Flagadoss;Lahmus;야도란;呆殼獸;呆壳兽
81;Magnemite;コイル;Magnéti;Magnetilo;코일;小磁怪;小磁怪
82;Magneton;レアコイル;Magnéton;Magneton;레어코일;三合一磁怪;三合一磁怪
83;Farfetch’d;カモネギ;Canarticho;Porenta;파오리;大蔥鴨;大葱鸭
84;Doduo;ドードー;Doduo;Dodu;두두;嘟嘟;嘟嘟
85;Dodrio;ドードリオ;Dodrio;Dodri;두트리오;嘟嘟利;嘟嘟利
86;Seel;パウワウ;Otaria;Jurob;쥬쥬;小海獅;小海狮
87;Dewgong;ジュゴン;Lamantine;Jugong;쥬레곤;白海獅;白海狮
88;Grimer;ベトベター;Tadmorv;Sleima;질퍽이;臭泥;臭泥
89;Muk;ベトベトン;Grotadmorv;Sleimok;질뻐기;臭臭泥;臭臭泥
90;Shellder;シェルダー;Kokiyas;Muschas;셀러;大舌貝;大舌贝
91;Cloyster;パルシェン;Crustabri;Austos;파르셀;刺甲貝;刺甲贝
92;Gastly;ゴース;Fantominus;Nebulak;고오스;鬼斯;鬼斯
93;Haunter;ゴースト;Spectrum;Alpollo;고우스트;鬼斯通;鬼斯通
94;Gengar;ゲンガー;Ectoplasma;Gengar;팬텀;耿鬼;耿鬼
95;Onix;イワーク;Onix;Onix;롱스톤;大岩蛇;大岩蛇
96;Drowzee;スリープ;Soporifik;Traumato;슬리프;催眠貘;催眠貘
97;Hypno;スリーパー;Hypnomade;Hypno;슬리퍼;引夢貘人;引梦貘人
98;Krabby;クラブ;Krabby;Krabby;크랩;大鉗蟹;大钳蟹
99;Kingler;キングラー;Krabboss;Kingler;킹크랩;巨鉗蟹;巨钳蟹
100;Voltorb;ビリリダマ;Voltorbe;Voltobal;찌리리공;霹靂電球;霹雳电球
101;Electrode;マルマイン;Électrode;Lektrobal;붐볼;頑皮雷彈;顽皮雷弹
102;Exeggcute;タマタマ;Noeunoeuf;Owei;아라리;蛋蛋;蛋蛋
103;Exeggutor;ナッシー;Noadkoko;Kokowei;나시;椰蛋樹;椰蛋树
104;Cubone;カラカラ;Osselait;Tragosso;탕구리;卡拉卡拉;卡拉卡拉
105;Marowak;ガラガラ;Ossatueur;Knogga;텅구리;嘎啦嘎啦;嘎啦嘎啦
106;Hitmonlee;サワムラー;Kicklee;Kicklee;시라소몬;飛腿郎;飞腿郎
107;Hitmonchan;エビワラー;Tygnon;Nockchan;홍수몬;快拳郎;快拳郎
108;Lickitung;ベロリンガ;Excelangue;Schlurp;내루미;大舌頭;大舌头
109;Koffing;ドガース;Smogo;Smogon;또가스;瓦斯彈;瓦斯弹
110;Weezing;マタドガス;Smogogo;Smogmog;또도가스;雙彈瓦斯;双弹瓦斯
111;Rhyhorn;サイホーン;Rhinocorne;Rihorn;뿔카노;獨角犀牛;独角犀牛
112;Rhydon;サイドン;Rhinoféros;Rizeros;코뿌리;鑽角犀獸;钻角犀兽
113;Chansey;ラッキー;Leveinard;Chaneira;럭키;吉利蛋;吉利蛋
114;Tangela;モンジャラ;Saquedeneu;Tangela;덩쿠리;蔓藤怪;蔓藤怪
115;Kangaskhan;ガルーラ;Kangourex;Kangama;캥카;袋獸;袋兽
116;Horsea;タッツー;Hypotrempe;Seeper;쏘드라;墨海馬;墨海马
117;Seadra;シードラ;Hypocéan;Seemon;시드라;海刺龍;海刺龙
118;Goldeen;トサキント;Poissirène;Goldini;콘치;角金魚;角金鱼
119;Seaking;アズマオウ;Poissoroy;Golking;왕콘치;金魚王;金鱼王
120;Staryu;ヒトデマン;Stari;Sterndu;별가사리;海星星;海星星
121;Starmie;スターミー;Staross;Starmie;아쿠스타;寶石海星;宝石海星
122;Mr. Mime;バリヤード;M. Mime;Pantimos;마임맨;魔牆人偶;魔墙人偶
123;Scyther;ストライク;Insécateur;Sichlor;스라크;飛天螳螂;飞天螳螂
124;Jynx;ルージュラ;Lippoutou;Rossana;루주라;迷唇姐;迷唇姐
125;Electabuzz;エレブー;Élektek;Elektek;에레브;電擊獸;电击兽
126;Magmar;ブーバー;Magmar;Magmar;마그마;鴨嘴火獸;鸭嘴火兽
127;Pinsir;カイロス;Scarabrute;Pinsir;쁘사이저;凱羅斯;凯罗斯
128;Tauros;ケンタロス;Tauros;Tauros;켄타로스;肯泰羅;肯泰罗
129;Magikarp;コイキング;Magicarpe;Karpador;잉어킹;鯉魚王;鲤鱼王
130;Gyarados;ギャラドス;Léviator;Garados;갸라도스;暴鯉龍;暴鲤龙
131;Lapras;ラプラス;Lokhlass;Lapras;라프라스;拉普拉斯;拉普拉斯
132;Ditto;メタモン;Métamorph;Ditto;메타몽;百變怪;百变怪
133;Eevee;イーブイ;Évoli;Evoli;이브이;伊布;伊布
134;Vaporeon;シャワーズ;Aquali;Aquana;샤미드;水伊布;水伊布
135;Jolteon;サンダース;Voltali;Blitza;쥬피썬더;雷伊布;雷伊布
136;Flareon;ブースター;Pyroli;Flamara;부스터;火伊布;火伊布
137;Porygon;ポリゴン;Porygon;Porygon;폴리곤;多邊獸;多边兽
138;Omanyte;オムナイト;Amonita;Amonitas;암나이트;菊石獸;菊石兽
139;Omastar;オムスター;Amonistar;Amoroso;암스타;多刺菊石獸;多刺菊石兽
140;Kabuto;カブト;Kabuto;Kabuto;투구;化石盔;化石盔
141;Kabutops;カブトプス;Kabutops;Kabutops;투구푸스;鐮刀盔;镰刀盔
142;Aerodactyl;プテラ;Ptéra;Aerodactyl;프테라;化石翼龍;化石翼龙
143;Snorlax;カビゴン;Ronflex;Relaxo;잠만보;卡比獸;卡比兽
144;Articuno;フリーザー;Artikodin;Arktos;프리져;急凍鳥;急冻鸟
145;Zapdos;サンダー;Électhor;Zapdos;썬더;閃電鳥;闪电鸟
146;Moltres;ファイヤー;Sulfura;Lavados;파이어;火焰鳥;火焰鸟
147;Dratini;ミニリュウ;Minidraco;Dratini;미뇽;迷你龍;迷你龙
148;Dragonair;ハクリュー;Draco;Dragonir;신뇽;哈克龍;哈克龙
149;Dragonite;カイリュー;Dracolosse;Dragoran;망나뇽;快龍;快龙
150;Mewtwo;ミュウツー;Mewtwo;Mewtu;뮤츠;超夢;超梦
151;Mew;ミュウ;Mew;Mew;뮤;夢幻;梦幻
152;Chikorita;チコリータ;Germignon;Endivie;치코리타;菊草葉;菊草叶
153;Bayleef;ベイリーフ;Macronium;Lorblatt;베이리프;月桂葉;月桂叶
154;Meganium;メガニウム;Méganium;Meganie;메가니움;大竺葵;大竺葵
155;Cyndaquil;ヒノアラシ;Héricendre;Feurigel;브케인;火球鼠;火球鼠
156;Quilava;マグマラシ;Feurisson;Igelavar;마그케인;火岩鼠;火岩鼠
157;Typhlosion;バクフーン;Typhlosion;Tornupto;블레이범;火爆獸;火暴兽
158;Totodile;ワニノコ;Kaiminus;Karnimani;리아코;小鋸鱷;小锯鳄
159;Croconaw;アリゲイツ;Crocrodil;Tyracroc;엘리게이;藍鱷;蓝鳄
160;Feraligatr;オーダイル;Aligatueur;Impergator;장크로다일;大力鱷;大力鳄
161;Sentret;オタチ;Fouinette;Wiesor;꼬리선;尾立;尾立
162;Furret;オオタチ;Fouinar;Wiesenior;다꼬리;大尾立;大尾立
163;Hoothoot;ホーホー;Hoothoot;Hoothoot;부우부;咕咕;咕咕
164;Noctowl;ヨルノズク;Noarfang;Noctuh;야부엉;貓頭夜鷹;猫头夜鹰
165;Ledyba;レディバ;Coxy;Ledyba;레디바;芭瓢蟲;芭瓢虫
166;Ledian;レディアン;Coxyclaque;Ledian;레디안;安瓢蟲;安瓢虫
167;Spinarak;イトマル;Mimigal;Webarak;페이검;圓絲蛛;圆丝蛛
168;Ariados;アリアドス;Migalos;Ariados;아리아도스;阿利多斯;阿利多斯
169;Crobat;クロバット;Nostenfer;Iksbat;크로뱃;叉字蝠;叉字蝠
170;Chinchou;チョンチー;Loupio;Lampi;초라기;燈籠魚;灯笼鱼
171;Lanturn;ランターン;Lanturn;Lanturn;랜턴;電燈怪;电灯怪
172;Pichu;ピチュー;Pichu;Pichu;피츄;皮丘;皮丘
173;Cleffa;ピィ;Mélo;Pii;삐;皮寶寶;皮宝宝
174;Igglybuff;ププリン;Toudoudou;Fluffeluff;푸푸린;寶寶丁;宝宝丁
175;Togepi;トゲピー;Togepi;Togepi;토게피;波克比;波克比
176;Togetic;トゲチック;Togetic;Togetic;토게틱;波克基古;波克基古
177;Natu;ネイティ;Natu;Natu;네이티;天然雀;天然雀
178;Xatu;ネイティオ;Xatu;Xatu;네이티오;天然鳥;天然鸟
179;Mareep;メリープ;Wattouat;Voltilamm;메리프;咩利羊;咩利羊
180;Flaaffy;モココ;Lainergie;Waaty;보송송;茸茸羊;茸茸羊
181;Ampharos;デンリュウ;Pharamp;Ampharos;전룡;電龍;电龙
182;Bellossom;キレイハナ;Joliflor;Blubella;아르코;美麗花;美丽花
183;Marill;マリル;Marill;Marill;마릴;瑪力露;玛力露
184;Azumarill;マリルリ;Azumarill;Azumarill;마릴리;瑪力露麗;玛力露丽
185;Sudowoodo;ウソッキー;Simularbre;Mogelbaum;꼬지모;樹才怪;树才怪
186;Politoed;ニョロトノ;Tarpaud;Quaxo;왕구리;蚊香蛙皇;蚊香蛙皇
187;Hoppip;ハネッコ;Granivol;Hoppspross;통통코;毽子草;毽子草
188;Skiploom;ポポッコ;Floravol;Hubelupf;두코;毽子花;毽子花
189;Jumpluff;ワタッコ;Cotovol;Papungha;솜솜코;毽子棉;毽子棉
190;Aipom;エイパム;Capumain;Griffel;에이팜;長尾怪手;长尾怪手
191;Sunkern;ヒマナッツ;Tournegrin;Sonnkern;해너츠;向日種子;向日种子
192;Sunflora;キマワリ;Héliatronc;Sonnflora;해루미;向日花怪;向日花怪
193;Yanma;ヤンヤンマ;Yanma;Yanma;왕자리;蜻蜻蜓;蜻蜻蜓
194;Wooper;ウパー;Axoloto;Felino;우파;烏波;乌波
195;Quagsire;ヌオー;Maraiste;Morlord;누오;沼王;沼王
196;Espeon;エーフィ;Mentali;Psiana;에브이;太陽伊布;太阳伊布
197;Umbreon;ブラッキー;Noctali;Nachtara;블래키;月亮伊布;月亮伊布
198;Murkrow;ヤミカラス;Cornèbre;Kramurx;니로우;黑暗鴉;黑暗鸦
199;Slowking;ヤドキング;Roigada;Laschoking;야도킹;呆呆王;呆呆王
200;Misdreavus;ムウマ;Feuforêve;Traunfugil;무우마;夢妖;梦妖
201;Unown;アンノーン;Zarbi;Icognito;안농;未知圖騰;未知图腾
202;Wobbuffet;ソーナンス;Qulbutoké;Woingenau;마자용;果然翁;果然翁
203;Girafarig;キリンリキ;Girafarig;Girafarig;키링키;麒麟奇;麒麟奇
204;Pineco;クヌギダマ;Pomdepik;Tannza;피콘;榛果球;榛果球
205;Forretress;フォレトス;Foretress;Forstellka;쏘콘;佛烈托斯;佛烈托斯
206;Dunsparce;ノコッチ;Insolourdo;Dummisel;노고치;土龍弟弟;土龙弟弟
207;Gligar;グライガー;Scorplane;Skorgla;글라이거;天蠍;天蝎
208;Steelix;ハガネール;Steelix;Stahlos;강철톤;大鋼蛇;大钢蛇
209;Snubbull;ブルー;Snubbull;Snubbull;블루;布魯;布鲁
210;Granbull;グランブル;Granbull;Granbull;그랑블루;布魯皇;布鲁皇
211;Qwilfish;ハリーセン;Qwilfish;Baldorfish;침바루;千針魚;千针鱼
212;Scizor;ハッサム;Cizayox;Scherox;핫삼;巨鉗螳螂;巨钳螳螂
213;Shuckle;ツボツボ;Caratroc;Pottrott;단단지;壺壺;壶壶
214;Heracross;ヘラクロス;Scarhino;Skaraborn;헤라크로스;赫拉克羅斯;赫拉克罗斯
215;Sneasel;ニューラ;Farfuret;Sniebel;포푸니;狃拉;狃拉
216;Teddiursa;ヒメグマ;Teddiursa;Teddiursa;깜지곰;熊寶寶;熊宝宝
217;Ursaring;リングマ;Ursaring;Ursaring;링곰;圈圈熊;圈圈熊
218;Slugma;マグマッグ;Limagma;Schneckmag;마그마그;熔岩蟲;熔岩虫
219;Magcargo;マグカルゴ;Volcaropod;Magcargo;마그카르고;熔岩蝸牛;熔岩蜗牛
220;Swinub;ウリムー;Marcacrin;Quiekel;꾸꾸리;小山豬;小山猪
221;Piloswine;イノムー;Cochignon;Keifel;메꾸리;長毛豬;长毛猪
222;Corsola;サニーゴ;Corayon;Corasonn;코산호;太陽珊瑚;太阳珊瑚
223;Remoraid;テッポウオ;Rémoraid;Remoraid;총어;鐵砲魚;铁炮鱼
224;Octillery;オクタン;Octillery;Octillery;대포무노;章魚桶;章鱼桶
225;Delibird;デリバード;Cadoizo;Botogel;딜리버드;信使鳥;信使鸟
226;Mantine;マンタイン;Démanta;Mantax;만타인;巨翅飛魚;巨翅飞鱼
227;Skarmory;エアームド;Airmure;Panzaeron;무장조;盔甲鳥;盔甲鸟
228;Houndour;デルビル;Malosse;Hunduster;델빌;戴魯比;戴鲁比
229;Houndoom;ヘルガー;Démolosse;Hundemon;헬가;黑魯加;黑鲁加
230;Kingdra;キングドラ;Hyporoi;Seedraking;킹드라;刺龍王;刺龙王
231;Phanpy;ゴマゾウ;Phanpy;Phanpy;코코리;小小象;小小象
232;Donphan;ドンファン;Donphan;Donphan;코리갑;頓甲;顿甲
233;Porygon2;ポリゴン２;Porygon2;Porygon2;폴리곤2;多邊獸２;多边兽２
234;Stantler;オドシシ;Cerfrousse;Damhirplex;노라키;驚角鹿;惊角鹿
235;Smeargle;ドーブル;Queulorior;Farbeagle;루브도;圖圖犬;图图犬
236;Tyrogue;バルキー;Debugant;Rabauz;배루키;無畏小子;无畏小子
237;Hitmontop;カポエラー;Kapoera;Kapoera;카포에라;戰舞郎;战舞郎
238;Smoochum;ムチュール;Lippouti;Kussilla;뽀뽀라;迷唇娃;迷唇娃
239;Elekid;エレキッド;Élekid;Elekid;에레키드;電擊怪;电击怪
240;Magby;ブビィ;Magby;Magby;마그비;鴨嘴寶寶;鸭嘴宝宝
241;Miltank;ミルタンク;Écrémeuh;Miltank;밀탱크;大奶罐;大奶罐
242;Blissey;ハピナス;Leuphorie;Heiteira;해피너스;幸福蛋;幸福蛋
243;Raikou;ライコウ;Raikou;Raikou;라이코;雷公;雷公
244;Entei;エンテイ;Entei;Entei;앤테이;炎帝;炎帝
245;Suicune;スイクン;Suicune;Suicune;스이쿤;水君;水君
246;Larvitar;ヨーギラス;Embrylex;Larvitar;애버라스;幼基拉斯;幼基拉斯
247;Pupitar;サナギラス;Ymphect;Pupitar;데기라스;沙基拉斯;沙基拉斯
248;Tyranitar;バンギラス;Tyranocif;Despotar;마기라스;班基拉斯;班基拉斯
249;Lugia;ルギア;Lugia;Lugia;루기아;洛奇亞;洛奇亚
250;Ho-Oh;ホウオウ;Ho-Oh;Ho-Oh;칠색조;鳳王;凤王
251;Celebi;セレビィ;Celebi;Celebi;세레비;時拉比;时拉比
252;Treecko;キモリ;Arcko;Geckarbor;나무지기;木守宮;木守宫
253;Grovyle;ジュプトル;Massko;Reptain;나무돌이;森林蜥蜴;森林蜥蜴
254;Sceptile;ジュカイン;Jungko;Gewaldro;나무킹;蜥蜴王;蜥蜴王
255;Torchic;アチャモ;Poussifeu;Flemmli;아차모;火稚雞;火稚鸡
256;Combusken;ワカシャモ;Galifeu;Jungglut;영치코;力壯雞;力壮鸡
257;Blaziken;バシャーモ;Braségali;Lohgock;번치코;火焰雞;火焰鸡
258;Mudkip;ミズゴロウ;Gobou;Hydropi;물짱이;水躍魚;水躍鱼
259;Marshtomp;ヌマクロー;Flobio;Moorabbel;늪짱이;沼躍魚;沼躍鱼
260;Swampert;ラグラージ;Laggron;Sumpex;대짱이;巨沼怪;巨沼怪
261;Poochyena;ポチエナ;Medhyèna;Fiffyen;포챠나;土狼犬;土狼犬
262;Mightyena;グラエナ;Grahyèna;Magnayen;그라에나;大狼犬;大狼犬
263;Zigzagoon;ジグザグマ;Zigzaton;Zigzachs;지그제구리;蛇紋熊;蛇纹熊
264;Linoone;マッスグマ;Linéon;Geradaks;직구리;直衝熊;直冲熊
265;Wurmple;ケムッソ;Chenipotte;Waumpel;개무소;刺尾蟲;刺尾虫
266;Silcoon;カラサリス;Armulys;Schaloko;실쿤;甲殼繭;甲壳茧
